Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved,RiskCategory,LoanDecision
34,51669.0,6915,353.0,3,Female,High School,Chicago,Unemployed,0,High Risk,Reject
22,52287.0,17847,303.0,17,Female,Masters,San Francisco,Unemployed,0,High Risk,Reject
48,67734.0,18798,738.0,13,Male,High School,Chicago,Salaried,1,Low Risk,Approve
22,67410.0,19675,609.0,26,Female,PhD,San Francisco,Self-Employed,1,Low Risk,Approve
55,48265.0,25731,388.0,2,Male,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
20,53789.0,47185,619.0,29,Male,Masters,Chicago,Self-Employed,1,Low Risk,Approve
40,59790.0,23641,674.0,35,Female,PhD,Chicago,Salaried,1,Low Risk,Approve
54,32935.0,20194,800.0,22,Male,Masters,Chicago,Salaried,0,Low Risk,Approve
54,68189.0,11230,533.0,17,Male,High School,New York,Unemployed,0,High Risk,Reject
27,76022.0,4879,636.0,39,Female,Masters,New York,Salaried,1,Low Risk,Approve
27,67475.0,29362,484.0,9,Female,PhD,Chicago,Salaried,0,High Risk,Reject
36,31316.0,15626,737.0,11,Male,PhD,Houston,Salaried,0,Low Risk,Approve
34,20450.0,40833,479.0,7,Female,Bachelors,Chicago,Salaried,0,High Risk,Reject
38,60631.0,26946,375.0,31,Female,Masters,Houston,Salaried,0,High Risk,Reject
31,38597.0,22732,571.0,16,Female,High School,New York,Salaried,0,High Risk,Reject
26,54307.0,23153,354.0,13,Male,Masters,New York,Self-Employed,0,High Risk,Reject
63,73027.0,23232,376.0,36,Male,Bachelors,Houston,Salaried,1,High Risk,Reject
18,40146.0,14443,595.0,8,Female,High School,New York,Self-Employed,0,High Risk,Reject
68,44337.0,5988,518.0,25,Male,High School,Chicago,Unemployed,0,High Risk,Reject
62,54151.0,15595,576.0,23,Male,Bachelors,Houston,Salaried,0,High Risk,Reject
30,30537.0,19853,565.0,22,Female,High School,Houston,Salaried,0,High Risk,Reject
21,38632.0,14817,342.0,30,Female,PhD,San Francisco,Self-Employed,0,High Risk,Reject
66,45493.0,14014,527.0,1,Male,High School,Houston,Self-Employed,0,High Risk,Reject
57,59126.0,28286,526.0,17,Male,Masters,Houston,Self-Employed,0,High Risk,Reject
49,91490.0,25986,362.0,15,Male,High School,Houston,Salaried,0,High Risk,Reject
45,37374.0,24697,606.0,10,Female,Bachelors,Houston,Unemployed,0,Low Risk,Approve
48,71274.0,10945,333.0,1,Female,PhD,Houston,Unemployed,0,High Risk,Reject
56,29166.0,22488,693.0,3,Female,Bachelors,Chicago,Self-Employed,0,Low Risk,Reject
43,41073.0,11964,450.0,38,Female,Bachelors,San Francisco,Salaried,0,High Risk,Reject
51,45757.0,20867,683.0,33,Male,PhD,Houston,Self-Employed,1,Low Risk,Approve
67,49527.0,6803,313.0,8,Male,High School,San Francisco,Salaried,0,High Risk,Reject
29,54121.0,25889,380.0,39,Male,High School,San Francisco,Unemployed,0,High Risk,Reject
18,66034.0,28216,506.0,6,Female,Masters,San Francisco,Salaried,0,High Risk,Reject
61,51368.0,14953,503.0,16,Male,Masters,Houston,Unemployed,0,High Risk,Reject
22,41571.0,7836,678.0,22,Male,Masters,San Francisco,Salaried,1,Low Risk,Approve
47,65220.0,2333,843.0,10,Female,High School,New York,Unemployed,0,Low Risk,Approve
47,37734.0,34736,322.0,21,Male,PhD,Chicago,Self-Employed,0,High Risk,Reject
34,25511.0,20891,461.0,17,Female,Masters,Chicago,Unemployed,0,High Risk,Reject
65,68089.0,15136,443.0,27,Female,High School,Houston,Salaried,0,High Risk,Reject
64,67128.0,17089,403.0,15,Male,PhD,New York,Unemployed,0,High Risk,Reject
40,38116.0,4693,681.0,3,Male,Bachelors,New York,Self-Employed,0,Low Risk,Approve
32,44014.0,24959,754.0,35,Female,High School,New York,Salaried,1,Low Risk,Approve
38,54899.0,13738,623.0,10,Female,Masters,New York,Unemployed,0,Low Risk,Approve
19,60543.0,19069,573.0,39,Female,High School,New York,Unemployed,0,High Risk,Reject
28,65536.0,33334,751.0,15,Female,Masters,New York,Salaried,1,Low Risk,Approve
68,62296.0,22458,424.0,8,Female,Masters,Houston,Self-Employed,0,High Risk,Reject
56,49998.0,22449,682.0,34,Female,PhD,San Francisco,Self-Employed,1,Low Risk,Approve
55,66250.0,34751,616.0,33,Male,Bachelors,San Francisco,Self-Employed,1,Low Risk,Approve
51,61175.0,26262,406.0,8,Female,Masters,Houston,Unemployed,0,High Risk,Reject
55,71592.0,22999,762.0,12,Male,PhD,Houston,Salaried,1,Low Risk,Approve
67,43107.0,4469,729.0,5,Male,PhD,Houston,Self-Employed,1,Low Risk,Approve
35,65679.0,23668,795.0,27,Female,Masters,New York,Unemployed,0,Low Risk,Approve
47,55247.0,31742,661.0,10,Female,Bachelors,New York,Salaried,1,Low Risk,Approve
32,45559.0,21028,731.0,33,Male,Bachelors,San Francisco,Self-Employed,1,Low Risk,Approve
44,46398.0,15270,819.0,34,Female,Masters,Houston,Unemployed,0,Low Risk,Approve
68,88320.0,5287,705.0,4,Male,Bachelors,Houston,Self-Employed,1,Low Risk,Approve
51,40367.0,13731,676.0,38,Female,PhD,New York,Salaried,1,Low Risk,Approve
69,37200.0,21048,451.0,10,Female,PhD,Houston,Self-Employed,0,High Risk,Reject
50,67707.0,12284,513.0,18,Male,Bachelors,New York,Unemployed,0,High Risk,Reject
41,84176.0,19591,364.0,12,Male,PhD,Chicago,Unemployed,0,High Risk,Reject
32,59860.0,31587,569.0,3,Male,Masters,New York,Salaried,0,High Risk,Reject
47,30944.0,25478,836.0,13,Female,PhD,New York,Salaried,0,Low Risk,Approve
59,79563.0,22287,399.0,1,Female,Masters,New York,Salaried,0,High Risk,Reject
68,49708.0,21508,404.0,7,Male,High School,San Francisco,Unemployed,0,High Risk,Reject
34,37434.0,24409,430.0,21,Male,High School,San Francisco,Salaried,0,High Risk,Reject
22,33809.0,19119,688.0,12,Male,Masters,New York,Salaried,0,Low Risk,Approve
46,62545.0,16711,620.0,20,Female,High School,New York,Unemployed,0,Low Risk,Approve
21,53582.0,25906,737.0,20,Male,High School,New York,Salaried,1,Low Risk,Approve
27,55176.0,18197,318.0,27,Female,Bachelors,New York,Unemployed,0,High Risk,Reject
34,69298.0,10491,524.0,32,Female,High School,Houston,Salaried,0,High Risk,Reject
27,37968.0,31546,759.0,28,Male,Bachelors,Houston,Unemployed,0,Low Risk,Approve
37,42213.0,32147,525.0,21,Female,High School,San Francisco,Unemployed,0,High Risk,Reject
41,82460.0,24052,659.0,25,Female,PhD,Chicago,Unemployed,0,Low Risk,Approve
22,58981.0,12247,729.0,10,Female,Masters,New York,Unemployed,0,Low Risk,Approve
51,36196.0,20194,314.0,10,Male,High School,Houston,Salaried,0,High Risk,Reject
23,19619.0,16569,845.0,33,Female,Masters,Houston,Unemployed,0,Low Risk,Reject
19,62134.0,26462,713.0,18,Male,Masters,Houston,Unemployed,1,Low Risk,Approve
30,44387.0,26303,654.0,36,Female,PhD,New York,Salaried,1,Low Risk,Approve
60,47667.0,23691,756.0,13,Male,Masters,New York,Self-Employed,1,Low Risk,Approve
60,61493.0,25971,830.0,28,Female,Masters,Chicago,Unemployed,0,Low Risk,Approve
65,65156.0,19081,495.0,18,Male,High School,San Francisco,Salaried,0,High Risk,Reject
28,68356.0,34093,414.0,36,Female,PhD,Chicago,Self-Employed,0,High Risk,Reject
68,32377.0,29789,716.0,20,Male,Masters,New York,Unemployed,0,Low Risk,Approve
64,71388.0,16184,651.0,23,Male,High School,Chicago,Self-Employed,1,Low Risk,Approve
40,41314.0,26487,374.0,25,Male,PhD,Houston,Unemployed,0,High Risk,Reject
33,16156.0,25789,335.0,11,Female,High School,Chicago,Unemployed,0,High Risk,Reject
48,32323.0,17922,541.0,18,Female,PhD,Houston,Self-Employed,0,High Risk,Reject
28,53270.0,17294,362.0,29,Male,PhD,Chicago,Self-Employed,0,High Risk,Reject
33,35318.0,29716,808.0,14,Female,Bachelors,Houston,Self-Employed,0,Low Risk,Approve
25,48679.0,19882,487.0,2,Male,Bachelors,Chicago,Unemployed,0,High Risk,Reject
21,55074.0,22081,392.0,12,Male,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
57,47279.0,31209,304.0,8,Female,Masters,Chicago,Salaried,0,High Risk,Reject
21,42585.0,40267,737.0,12,Female,High School,New York,Salaried,1,Low Risk,Approve
42,31240.0,15787,465.0,15,Female,PhD,New York,Salaried,0,High Risk,Reject
20,50329.0,18233,745.0,13,Female,High School,Houston,Unemployed,0,Low Risk,Approve
49,19026.0,20592,324.0,7,Female,Masters,New York,Self-Employed,0,High Risk,Reject
20,39710.0,20774,807.0,18,Female,Bachelors,Houston,Salaried,0,Low Risk,Approve
44,36083.0,23011,397.0,31,Male,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
46,46409.0,16079,567.0,34,Male,High School,New York,Self-Employed,0,High Risk,Reject
49,46800.0,9870,692.0,22,Male,High School,New York,Salaried,1,Low Risk,Approve
68,73752.0,24897,408.0,17,Male,High School,San Francisco,Self-Employed,0,High Risk,Reject
36,33233.0,16652,326.0,13,Female,PhD,San Francisco,Salaried,0,High Risk,Reject
38,79892.0,23497,354.0,15,Female,PhD,Chicago,Salaried,0,High Risk,Reject
22,38311.0,34664,432.0,23,Female,Bachelors,Houston,Unemployed,0,High Risk,Reject
35,52588.0,13696,351.0,31,Male,High School,Houston,Self-Employed,0,High Risk,Reject
45,57663.0,21689,792.0,10,Male,Bachelors,San Francisco,Salaried,1,Low Risk,Approve
59,86669.0,8881,597.0,10,Female,PhD,Houston,Salaried,0,High Risk,Reject
39,41866.0,19053,698.0,3,Male,Bachelors,New York,Self-Employed,0,Low Risk,Approve
38,23049.0,24933,317.0,25,Female,Bachelors,New York,Self-Employed,0,High Risk,Reject
18,37499.0,18502,802.0,35,Male,Masters,Houston,Salaried,0,Low Risk,Approve
22,44576.0,26399,388.0,32,Female,Masters,Chicago,Salaried,0,High Risk,Reject
29,44619.0,10739,539.0,31,Female,Bachelors,San Francisco,Self-Employed,0,High Risk,Reject
43,37394.0,22990,789.0,6,Female,High School,Houston,Salaried,0,Low Risk,Approve
51,51212.0,20864,614.0,1,Male,High School,Houston,Self-Employed,1,Low Risk,Approve
31,64938.0,15284,542.0,34,Female,PhD,New York,Self-Employed,1,High Risk,Reject
43,53825.0,23300,806.0,20,Female,Masters,Houston,Salaried,1,Low Risk,Approve
62,22309.0,10678,342.0,39,Male,Masters,Chicago,Self-Employed,0,High Risk,Reject
44,63796.0,7195,629.0,7,Male,Masters,Chicago,Self-Employed,1,Low Risk,Approve
26,52773.0,26249,728.0,17,Male,PhD,Chicago,Salaried,1,Low Risk,Approve
43,70861.0,20164,461.0,8,Male,Masters,New York,Self-Employed,0,High Risk,Reject
39,38124.0,11479,532.0,3,Female,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
64,46936.0,26617,410.0,34,Male,PhD,Chicago,Self-Employed,0,High Risk,Reject
47,62059.0,7936,531.0,13,Male,High School,Chicago,Unemployed,0,High Risk,Reject
60,38439.0,27943,572.0,13,Female,High School,Houston,Salaried,0,High Risk,Reject
65,43396.0,23608,340.0,36,Male,Bachelors,Houston,Salaried,0,High Risk,Reject
34,46675.0,8338,765.0,19,Female,Bachelors,Houston,Self-Employed,1,Low Risk,Approve
43,32759.0,21008,376.0,28,Female,High School,Chicago,Salaried,0,High Risk,Reject
53,38655.0,41230,789.0,22,Male,Masters,Chicago,Salaried,0,Low Risk,Approve
18,52588.0,29515,416.0,20,Male,Masters,San Francisco,Unemployed,0,High Risk,Reject
25,68037.0,13376,733.0,30,Male,Masters,New York,Salaried,1,Low Risk,Approve
66,54757.0,25734,318.0,31,Male,Bachelors,Chicago,Salaried,0,High Risk,Reject
52,49312.0,8673,495.0,6,Female,High School,New York,Unemployed,0,High Risk,Reject
69,37531.0,9029,750.0,12,Female,PhD,Chicago,Self-Employed,0,Low Risk,Approve
32,66427.0,19462,724.0,22,Male,Bachelors,New York,Self-Employed,1,Low Risk,Approve
64,56503.0,24413,693.0,7,Female,High School,Houston,Unemployed,0,Low Risk,Approve
39,39399.0,26491,583.0,11,Female,Masters,Chicago,Unemployed,0,High Risk,Reject
31,63480.0,26601,333.0,35,Female,Masters,San Francisco,Salaried,0,High Risk,Reject
43,58394.0,23958,594.0,15,Male,Masters,New York,Salaried,0,High Risk,Reject
45,37797.0,7088,550.0,25,Female,High School,Houston,Self-Employed,0,High Risk,Reject
40,48479.0,19513,638.0,28,Female,Masters,San Francisco,Self-Employed,1,Low Risk,Approve
31,42608.0,27749,739.0,28,Female,High School,Houston,Unemployed,0,Low Risk,Approve
41,89503.0,23546,479.0,5,Male,Bachelors,Chicago,Salaried,0,High Risk,Reject
19,57976.0,21457,527.0,36,Female,PhD,San Francisco,Unemployed,0,High Risk,Reject
31,70687.0,4281,453.0,17,Female,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
68,48749.0,29239,445.0,37,Female,High School,New York,Salaried,0,High Risk,Reject
24,41151.0,19116,551.0,30,Female,Bachelors,Houston,Salaried,0,High Risk,Reject
20,62664.0,25661,601.0,15,Female,High School,San Francisco,Unemployed,0,Low Risk,Approve
64,47376.0,1555,369.0,39,Male,High School,New York,Self-Employed,0,High Risk,Reject
40,33952.0,33288,842.0,36,Male,Bachelors,Houston,Unemployed,0,Low Risk,Approve
63,31030.0,10749,392.0,13,Male,High School,New York,Unemployed,0,High Risk,Reject
60,72939.0,40331,462.0,38,Male,High School,Houston,Salaried,1,High Risk,Reject
64,51975.0,36954,380.0,3,Male,High School,Chicago,Self-Employed,0,High Risk,Reject
62,41156.0,9401,362.0,29,Male,Bachelors,Houston,Self-Employed,0,High Risk,Reject
35,46485.0,26536,735.0,32,Female,PhD,New York,Salaried,1,Low Risk,Approve
55,62112.0,11862,347.0,35,Male,High School,Houston,Self-Employed,0,High Risk,Reject
52,45599.0,14885,744.0,29,Male,Masters,New York,Self-Employed,1,Low Risk,Approve
68,28259.0,15065,373.0,13,Male,Bachelors,San Francisco,Salaried,0,High Risk,Reject
32,54888.0,23583,841.0,22,Male,Bachelors,San Francisco,Self-Employed,1,Low Risk,Approve
42,68125.0,22597,456.0,27,Female,High School,Chicago,Self-Employed,0,High Risk,Reject
54,67122.0,10387,786.0,6,Female,Bachelors,Houston,Unemployed,0,Low Risk,Approve
45,41610.0,23520,565.0,9,Female,Masters,Chicago,Self-Employed,0,High Risk,Reject
27,69038.0,18367,555.0,3,Female,PhD,San Francisco,Unemployed,0,High Risk,Reject
56,53194.0,5436,338.0,37,Male,Bachelors,Houston,Unemployed,0,High Risk,Reject
34,68617.0,16528,354.0,12,Female,Bachelors,Houston,Unemployed,0,High Risk,Reject
56,58605.0,33283,327.0,20,Male,Bachelors,Chicago,Salaried,0,High Risk,Reject
39,27176.0,16798,417.0,32,Female,High School,Chicago,Salaried,0,High Risk,Reject
43,76201.0,5316,669.0,39,Male,Masters,Houston,Self-Employed,1,Low Risk,Approve
61,50777.0,26516,508.0,27,Male,PhD,Houston,Unemployed,0,High Risk,Reject
34,29839.0,21715,692.0,31,Female,Masters,Chicago,Self-Employed,0,Low Risk,Reject
30,57580.0,18624,743.0,4,Female,Bachelors,New York,Self-Employed,1,Low Risk,Approve
37,66544.0,34093,558.0,25,Female,PhD,San Francisco,Self-Employed,0,High Risk,Reject
42,79030.0,18630,497.0,38,Female,Masters,San Francisco,Self-Employed,0,High Risk,Reject
21,71006.0,10843,744.0,25,Female,PhD,Chicago,Unemployed,0,Low Risk,Approve
27,58313.0,16249,604.0,2,Female,High School,Houston,Unemployed,0,Low Risk,Approve
20,26834.0,10170,638.0,23,Male,Bachelors,San Francisco,Unemployed,1,Low Risk,Reject
58,51984.0,18326,828.0,33,Female,High School,San Francisco,Unemployed,0,Low Risk,Approve
62,41112.0,34158,353.0,33,Male,PhD,San Francisco,Salaried,0,High Risk,Reject
64,31755.0,36330,718.0,29,Female,High School,Houston,Unemployed,0,Low Risk,Approve
53,46847.0,23834,604.0,19,Male,Bachelors,Chicago,Unemployed,0,Low Risk,Approve
64,42242.0,21145,737.0,17,Female,High School,Houston,Salaried,0,Low Risk,Approve
39,41778.0,12014,384.0,37,Male,Masters,Houston,Self-Employed,0,High Risk,Reject
51,41926.0,22157,823.0,19,Female,Bachelors,San Francisco,Salaried,1,Low Risk,Approve
64,47962.0,18957,551.0,5,Female,PhD,San Francisco,Unemployed,0,High Risk,Reject
25,54293.0,26229,425.0,24,Female,Bachelors,Houston,Unemployed,0,High Risk,Reject
57,12523.0,11022,704.0,2,Female,PhD,Houston,Salaried,0,Low Risk,Reject
66,14354.0,20421,603.0,18,Female,High School,Houston,Self-Employed,0,Low Risk,Reject
61,44920.0,7412,327.0,9,Male,High School,New York,Salaried,0,High Risk,Reject
36,47033.0,22701,565.0,4,Female,PhD,San Francisco,Salaried,0,High Risk,Reject
59,52837.0,25406,351.0,21,Female,High School,Chicago,Unemployed,0,High Risk,Reject
58,39085.0,7028,810.0,8,Male,Bachelors,Chicago,Salaried,0,Low Risk,Approve
54,50142.0,9282,506.0,32,Female,High School,Chicago,Salaried,1,High Risk,Reject
23,51898.0,9632,810.0,14,Male,PhD,New York,Salaried,1,Low Risk,Approve
69,38982.0,18579,500.0,23,Female,PhD,New York,Salaried,0,High Risk,Reject
43,65202.0,8820,583.0,29,Male,Masters,Chicago,Salaried,0,High Risk,Reject
51,52655.0,31028,656.0,35,Female,PhD,Chicago,Salaried,1,Low Risk,Approve
62,58204.0,23489,346.0,38,Female,High School,Chicago,Unemployed,0,High Risk,Reject
23,51033.0,24792,436.0,5,Male,PhD,Houston,Unemployed,0,High Risk,Reject
54,81555.0,7288,429.0,14,Male,High School,San Francisco,Unemployed,0,High Risk,Reject
50,58946.0,30345,494.0,37,Male,High School,New York,Unemployed,0,High Risk,Reject
38,62315.0,14541,731.0,21,Male,High School,Houston,Salaried,1,Low Risk,Approve
23,25436.0,7666,368.0,2,Female,PhD,New York,Salaried,0,High Risk,Reject
23,51794.0,19391,757.0,28,Female,PhD,Chicago,Salaried,1,Low Risk,Approve
65,54787.0,16269,839.0,28,Male,PhD,New York,Unemployed,0,Low Risk,Approve
47,44993.0,14357,825.0,1,Male,PhD,San Francisco,Salaried,1,Low Risk,Approve
28,34816.0,25771,315.0,34,Female,Bachelors,Chicago,Salaried,0,High Risk,Reject
47,38160.0,-805,755.0,8,Female,Bachelors,New York,Salaried,0,Low Risk,Approve
48,51531.0,31439,809.0,21,Male,PhD,Chicago,Salaried,1,Low Risk,Approve
41,33297.0,27985,508.0,18,Female,High School,San Francisco,Self-Employed,0,High Risk,Reject
26,76553.0,21685,457.0,36,Male,PhD,New York,Self-Employed,0,High Risk,Reject
20,10387.0,18847,636.0,9,Female,Bachelors,Chicago,Self-Employed,0,Low Risk,Reject
68,45148.0,28664,540.0,20,Male,High School,Houston,Self-Employed,0,High Risk,Reject
48,51656.0,19662,357.0,16,Male,PhD,Houston,Salaried,0,High Risk,Reject
57,57611.0,17773,604.0,2,Female,High School,San Francisco,Salaried,1,Low Risk,Approve
54,36261.0,29110,644.0,6,Female,PhD,San Francisco,Salaried,0,Low Risk,Approve
53,67014.0,36747,313.0,36,Male,Masters,San Francisco,Self-Employed,0,High Risk,Reject
41,29093.0,12232,658.0,35,Male,High School,New York,Self-Employed,0,Low Risk,Reject
48,41508.0,23398,676.0,2,Female,Bachelors,San Francisco,Salaried,1,Low Risk,Approve
19,65603.0,24013,444.0,29,Male,Bachelors,Chicago,Unemployed,0,High Risk,Reject
37,28940.0,13775,714.0,22,Male,Bachelors,Houston,Self-Employed,0,Low Risk,Reject
45,89676.0,29692,693.0,6,Male,PhD,Chicago,Self-Employed,1,Low Risk,Approve
28,36538.0,19199,657.0,29,Male,PhD,Houston,Self-Employed,0,Low Risk,Approve
21,30317.0,20372,457.0,28,Male,High School,San Francisco,Self-Employed,0,High Risk,Reject
32,57541.0,33049,317.0,7,Female,Masters,Chicago,Salaried,0,High Risk,Reject
23,44776.0,14136,646.0,9,Female,Masters,Chicago,Unemployed,0,Low Risk,Approve
66,42559.0,25479,357.0,32,Male,High School,San Francisco,Salaried,0,High Risk,Reject
47,58935.0,14932,454.0,19,Male,Bachelors,Chicago,Self-Employed,0,High Risk,Reject
55,27091.0,29570,786.0,28,Female,Masters,New York,Self-Employed,0,Low Risk,Reject
68,24468.0,34294,830.0,28,Male,Masters,Houston,Self-Employed,1,Low Risk,Reject
32,66169.0,2447,450.0,0,Female,Bachelors,New York,Self-Employed,0,High Risk,Reject
28,41689.0,14495,658.0,33,Male,PhD,New York,Unemployed,0,Low Risk,Approve
25,73987.0,39461,667.0,31,Male,PhD,San Francisco,Salaried,1,Low Risk,Approve
43,68015.0,15263,346.0,13,Male,Masters,Chicago,Self-Employed,0,High Risk,Reject
68,54244.0,34168,506.0,36,Female,PhD,Houston,Unemployed,0,High Risk,Reject
62,55096.0,15150,749.0,34,Female,High School,New York,Salaried,1,Low Risk,Approve
61,54230.0,14952,782.0,23,Male,Masters,Chicago,Salaried,1,Low Risk,Approve
22,52396.0,26234,442.0,0,Male,Masters,San Francisco,Salaried,0,High Risk,Reject
23,44506.0,25275,699.0,5,Male,Bachelors,San Francisco,Self-Employed,1,Low Risk,Approve
43,46247.0,26817,396.0,3,Female,PhD,Houston,Self-Employed,0,High Risk,Reject
21,33951.0,20039,346.0,37,Male,Bachelors,San Francisco,Unemployed,0,High Risk,Reject
36,16849.0,28275,490.0,0,Female,Masters,Houston,Unemployed,0,High Risk,Reject
37,66561.0,27692,439.0,30,Male,PhD,San Francisco,Salaried,0,High Risk,Reject
50,52359.0,29192,530.0,35,Male,Bachelors,San Francisco,Self-Employed,0,High Risk,Reject
66,55977.0,28269,790.0,22,Female,Masters,Chicago,Salaried,1,Low Risk,Approve
29,37574.0,15829,348.0,30,Female,Masters,New York,Unemployed,0,High Risk,Reject
64,34984.0,18743,752.0,28,Female,Masters,Houston,Self-Employed,0,Low Risk,Approve
18,45745.0,18579,615.0,20,Female,High School,New York,Unemployed,0,Low Risk,Approve
31,32469.0,6116,386.0,25,Male,Bachelors,San Francisco,Salaried,0,High Risk,Reject
55,10594.0,29790,773.0,5,Female,Masters,Chicago,Salaried,0,Low Risk,Reject
54,42179.0,14382,581.0,19,Male,Bachelors,Houston,Salaried,0,High Risk,Reject
28,67140.0,17842,373.0,12,Male,Masters,San Francisco,Self-Employed,0,High Risk,Reject
53,24012.0,14154,752.0,22,Male,Bachelors,Chicago,Salaried,0,Low Risk,Reject
60,53953.0,15953,395.0,30,Female,Bachelors,San Francisco,Self-Employed,0,High Risk,Reject
20,88549.0,30233,330.0,3,Male,Masters,San Francisco,Unemployed,1,High Risk,Reject
50,29627.0,15276,833.0,10,Male,Bachelors,Houston,Salaried,0,Low Risk,Reject
23,29046.0,33716,316.0,1,Male,PhD,Chicago,Unemployed,0,High Risk,Reject
67,55080.0,29114,511.0,15,Female,PhD,Chicago,Self-Employed,1,High Risk,Reject
27,68070.0,16204,534.0,30,Male,PhD,Chicago,Salaried,0,High Risk,Reject
22,40639.0,22558,691.0,38,Female,Masters,Houston,Salaried,1,Low Risk,Approve
40,25679.0,24155,653.0,3,Male,High School,Chicago,Self-Employed,0,Low Risk,Reject
27,56506.0,26733,604.0,27,Female,Masters,New York,Salaried,1,Low Risk,Approve
61,59223.0,27524,849.0,15,Female,PhD,New York,Self-Employed,1,Low Risk,Approve
19,76680.0,21493,839.0,38,Male,Bachelors,Chicago,Salaried,1,Low Risk,Approve
30,59854.0,12365,808.0,24,Female,PhD,New York,Salaried,1,Low Risk,Approve
57,62421.0,25127,694.0,12,Male,High School,New York,Self-Employed,1,Low Risk,Approve
19,46068.0,18108,730.0,4,Male,High School,Houston,Unemployed,0,Low Risk,Approve
37,86623.0,-2314,476.0,29,Male,PhD,Chicago,Self-Employed,0,High Risk,Reject
18,44028.0,23122,705.0,0,Male,Masters,Houston,Salaried,1,Low Risk,Approve
54,40821.0,14127,600.0,4,Male,High School,Chicago,Self-Employed,0,Low Risk,Approve
34,27886.0,20048,426.0,10,Male,Masters,New York,Self-Employed,0,High Risk,Reject
26,22289.0,7571,648.0,33,Female,Bachelors,Houston,Salaried,0,Low Risk,Reject
28,51793.0,21112,320.0,28,Male,Masters,Houston,Unemployed,0,High Risk,Reject
32,49974.0,17466,719.0,17,Male,High School,San Francisco,Unemployed,0,Low Risk,Approve
41,46582.0,12982,451.0,14,Female,Masters,San Francisco,Salaried,0,High Risk,Reject
55,64909.0,20370,459.0,24,Male,Masters,New York,Unemployed,0,High Risk,Reject
47,50963.0,20605,742.0,1,Female,PhD,Chicago,Self-Employed,1,Low Risk,Approve
48,44598.0,23765,395.0,39,Female,Masters,Chicago,Unemployed,0,High Risk,Reject
66,36632.0,22442,651.0,26,Male,Bachelors,San Francisco,Unemployed,0,Low Risk,Approve
22,49072.0,26311,374.0,14,Male,High School,New York,Unemployed,0,High Risk,Reject
61,62789.0,29323,658.0,31,Male,PhD,New York,Self-Employed,1,Low Risk,Approve
67,81809.0,19349,432.0,19,Male,High School,San Francisco,Self-Employed,0,High Risk,Reject
31,58691.0,28764,699.0,13,Male,PhD,San Francisco,Salaried,1,Low Risk,Approve
28,12337.0,19319,438.0,26,Male,Masters,Houston,Salaried,0,High Risk,Reject
26,49428.0,14404,545.0,2,Male,Masters,San Francisco,Self-Employed,0,High Risk,Reject
51,50747.0,16858,590.0,2,Male,PhD,Houston,Self-Employed,0,High Risk,Reject
29,64043.0,22136,411.0,12,Male,High School,Chicago,Salaried,0,High Risk,Reject
52,52772.0,28681,469.0,24,Female,High School,San Francisco,Salaried,0,High Risk,Reject
52,68796.0,20012,539.0,17,Female,High School,San Francisco,Self-Employed,0,High Risk,Reject
18,55875.0,14611,636.0,0,Male,Masters,San Francisco,Unemployed,0,Low Risk,Approve
57,73382.0,31554,437.0,38,Female,PhD,Houston,Self-Employed,0,High Risk,Reject
39,43419.0,8521,535.0,4,Female,PhD,San Francisco,Unemployed,0,High Risk,Reject
46,52165.0,14662,302.0,1,Male,High School,San Francisco,Self-Employed,0,High Risk,Reject
25,62400.0,27142,415.0,29,Female,Masters,New York,Salaried,0,High Risk,Reject
28,41417.0,34132,771.0,16,Female,PhD,New York,Salaried,1,Low Risk,Approve
58,38150.0,23845,430.0,28,Female,PhD,New York,Salaried,0,High Risk,Reject
54,40560.0,21999,782.0,3,Female,High School,San Francisco,Self-Employed,1,Low Risk,Approve
31,38762.0,17673,700.0,8,Female,High School,New York,Self-Employed,0,Low Risk,Approve
47,57838.0,24385,500.0,20,Male,PhD,Chicago,Self-Employed,0,High Risk,Reject
52,22478.0,21035,591.0,11,Male,Masters,New York,Unemployed,0,High Risk,Reject
38,26660.0,13964,641.0,11,Female,Bachelors,San Francisco,Self-Employed,0,Low Risk,Reject
54,77941.0,17528,515.0,3,Female,PhD,New York,Unemployed,0,High Risk,Reject
22,39124.0,13060,665.0,27,Female,PhD,New York,Unemployed,1,Low Risk,Approve
36,53000.0,20109,768.0,8,Male,Masters,New York,Unemployed,0,Low Risk,Approve
31,27663.0,21295,717.0,39,Female,PhD,Chicago,Salaried,0,Low Risk,Reject
43,51412.0,33075,326.0,31,Male,Bachelors,Chicago,Unemployed,0,High Risk,Reject
21,39215.0,15221,754.0,12,Female,Masters,Houston,Unemployed,0,Low Risk,Approve
42,26554.0,18554,313.0,33,Female,Bachelors,San Francisco,Salaried,0,High Risk,Reject
62,70054.0,30073,397.0,18,Male,Bachelors,Chicago,Unemployed,0,High Risk,Reject
59,67738.0,34441,578.0,13,Male,PhD,Chicago,Self-Employed,0,High Risk,Reject
42,48390.0,23798,789.0,4,Male,Bachelors,Chicago,Self-Employed,1,Low Risk,Approve
